"Piezo Voltage (V)";"Fast In 3 (V)";"Lock-In Out (V)";
57.802265;0.26390481;-0.00018863635;
57.853008;0.26277518;0.0004428238;
57.903767;0.26263747;-0.00012402839;
57.954464;0.2625193;-6.3664767e-05;
58.005215;0.26278177;-4.7159087e-05;
58.055965;0.26290092;-0.00014053407;
58.106716;0.26338086;-2.4051133e-05;
58.157459;0.26355991;-1.5090907e-05;
58.208218;0.26405844;-7.5926124e-05;
58.258961;0.26435882;-7.5454533e-05;
58.309658;0.2643916;3.8198858e-05;
58.360416;0.26476368;2.1221589e-05;
58.41116;0.2647512;3.6784088e-05;
58.46191;0.26475438;1.3676135e-05;
58.512661;0.26464087;1.7448861e-05;
58.563412;0.26451588;-2.4522724e-05;
58.614155;0.2644574;-9.9034078e-06;
58.664867;0.26416779;-4.1499996e-05;
58.715611;0.2626996;0.00021693179;
58.766361;0.26144007;1.2261362e-05;
58.817112;0.26020864;-6.6022722e-06;
58.867863;0.2589457;-4.2443178e-05;
58.918606;0.25762892;5.8477264e-05;
58.969364;0.2562691;-1.0374999e-05;
59.020061;0.25476298;-2.6409089e-05;
59.070805;0.25325736;-6.5079541e-05;
59.121563;0.25163603;-0.00011035226;
59.172306;0.25061354;4.2443176e-06;
59.223057;0.24921554;-6.8852263e-05;
59.273808;0.24801643;-9.9034078e-05;
59.324558;0.24729848;-9.9034078e-05;
59.375256;0.24685645;-0.0001136534;
59.426014;0.24731511;-0.00014902272;
59.476757;0.24860522;-0.00020419883;
59.527508;0.25048974;-0.00027729542;
59.578259;0.24802499;-0.00026833519;
59.629009;0.24671604;0.00067390333;
59.679752;0.24646775;-8.2056809e-05;
59.730465;0.2466062;-0.00024098293;
59.781208;0.2473567;-0.00015373861;
59.831959;0.2484362;-0.00011789771;
59.88271;0.2497219;-7.5454533e-05;
59.93346;0.25104749;2.5937497e-05;
59.984203;0.25256461;6.6022722e-06;
60.034962;0.25398999;-5.4232947e-05;
60.085659;0.25546283;-2.2636361e-05;
60.136402;0.2569961;4.2443178e-05;
60.18716;0.2583586;3.0653406e-05;
60.237904;0.25953498;-1.1789772e-05;
60.288654;0.26100636;7.828408e-05;
60.339405;0.26223212;-6.6022722e-06;
60.390156;0.26324657;-5.2346586e-05;
60.440853;0.2641218;-8.0170448e-06;
60.491611;0.26476538;-3.6312496e-05;
60.542355;0.2655758;-2.0749998e-05;
60.593105;0.26614061;9.7147713e-05;
60.643856;0.26664209;3.5369314e-05;
60.694607;0.26692265;-7.5454536e-06;
60.74535;0.26727223;2.7352269e-05;
60.796062;0.26758999;6.3193176e-05;
60.846806;0.26788059;1.8863634e-06;
60.897556;0.26789698;4.998863e-05;
60.948307;0.26800412;-2.8295451e-06;
60.999058;0.26802957;-2.216477e-05;
61.049801;0.26821473;-7.5454536e-06;
61.100559;0.26814723;2.4522724e-05;
61.151257;0.26820594;-4.4801131e-05;
61.202;0.26830181;-3.3011361e-06;
61.252758;0.26823577;4.9517039e-05;
61.303501;0.26833117;-2.1693178e-05;
61.354252;0.26827419;-3.3011361e-06;
61.405003;0.26829007;2.3107952e-05;
61.455753;0.26816311;-1.3676135e-05;
61.506451;0.26826048;4.4801131e-05;
61.557209;0.26804131;-5.0931812e-05;
61.607952;0.26803789;6.7909081e-05;
61.658703;0.26792315;4.0085222e-05;
61.709454;0.26786959;-1.1789772e-05;
61.760204;0.26789674;-1.131818e-05;
61.810947;0.26777467;1.4147726e-06;
61.86166;0.26777637;-6.0363629e-05;
61.912403;0.26779914;4.4329539e-05;
61.963154;0.26756918;2.8295451e-06;
62.013905;0.26755697;-8.5829532e-05;
62.064655;0.26750633;4.1028405e-05;
62.115398;0.2673845;1.4147726e-05;
62.166157;0.26727101;1.4147726e-05;
62.216854;0.26726294;-3.4426132e-05;
62.267597;0.26715139;1.131818e-05;
62.318356;0.26707116;-5.4704538e-05;
62.369099;0.26696107;-4.7159085e-07;
62.419849;0.26721793;9.431817e-07;
62.4706;0.26705477;1.8392044e-05;
62.521351;0.2667754;-1.5090907e-05;
62.572048;0.26699582;2.6880678e-05;
62.622807;0.26680794;-5.8948855e-05;
62.67355;0.26699093;-4.1971587e-05;
62.7243;0.26678079;-2.0278407e-05;
62.775051;0.26687667;1.0374999e-05;
62.825802;0.26665238;4.9045448e-05;
62.876545;0.26680061;2.0278407e-05;
62.927258;0.26689038;5.1874995e-06;
62.978001;0.26677346;-2.7352269e-05;
63.028751;0.26664501;-1.3676135e-05;
63.079502;0.26676977;3.395454e-05;
63.130253;0.26674044;2.6880678e-05;
63.180996;0.26666802;-2.6880678e-05;
63.231754;0.26675266;-1.697727e-05;
63.282452;0.26664454;-4.7159083e-06;
63.333195;0.26663303;-7.0267037e-05;
63.383953;0.26674214;6.130681e-06;
63.434696;0.26653445;3.7255679e-05;
63.485447;0.26670617;-6.130681e-06;
63.536198;0.26646817;3.7727268e-06;
63.586948;0.26651978;-6.4136359e-05;
63.637646;0.26639429;-0.00010233522;
63.688404;0.2663987;-7.7812489e-05;
63.739147;0.26639429;-3.914204e-05;
63.789898;0.26631528;-5.3289765e-05;
63.840649;0.26630574;-5.4232947e-05;
63.891399;0.26617292;1.4147726e-05;
63.942142;0.26625803;-1.7920453e-05;
63.992855;0.26625976;6.6022722e-06;
64.043602;0.26590139;4.7630678e-05;
64.094353;0.26595104;-5.9892038e-05;
64.145103;0.26610124;-2.1221589e-05;
64.195854;0.26583827;1.4619316e-05;
64.246597;0.26582041;-2.2636361e-05;
64.297356;0.26581454;6.6022722e-06;
64.348053;0.26567194;-6.0363629e-05;
64.398796;0.26566729;-5.9420447e-05;
64.449554;0.26550046;-1.9806816e-05;
64.500298;0.26564282;-5.8948855e-05;
64.551048;0.26561886;-5.0460221e-05;
64.601799;0.26564258;-2.3579543e-05;
64.65255;0.26539308;-1.8392044e-05;
64.703247;0.26536664;-6.4136359e-05;
64.754005;0.2653642;-5.6590902e-06;
64.804749;0.26550928;-4.1028405e-05;
64.855499;0.26522037;-9.431817e-07;
64.90625;0.26518124;1.3676135e-05;
64.957001;0.26495716;2.4522724e-05;
65.007744;0.26522014;2.5937497e-05;
65.058456;0.26490971;-7.2153402e-05;
65.1092;0.26500168;2.7352269e-05;
65.15995;0.26489136;-7.0738629e-06;
65.210701;0.26500559;-8.1113627e-05;
65.261452;0.26488379;3.5840905e-05;
65.312195;0.26489699;-2.4522724e-05;
65.362953;0.26480794;-5.8477264e-05;
65.413651;0.26457825;-2.3579541e-06;
65.464394;0.26463795;4.7630678e-05;
65.515152;0.26463377;-1.3676135e-05;
65.565895;0.26448432;-4.2914766e-05;
65.616646;0.2643131;-2.8767043e-05;
65.667397;0.26415947;-1.5090907e-05;
65.718147;0.26436004;3.0653406e-05;
65.768845;0.26404989;-7.0738629e-06;
65.819603;0.2641404;-2.6880678e-05;
65.870346;0.26412499;-7.8755671e-05;
65.921097;0.26413402;-8.4886351e-06;
65.971848;0.26396841;-2.1693178e-05;
66.022598;0.26395544;8.3943174e-05;
66.073341;0.26381382;0;
66.124054;0.2638011;1.4619316e-05;
66.174797;0.26388747;-1.7920453e-05;
66.225548;0.26378715;-8.4886351e-06;
66.276299;0.26376295;-2.4051133e-05;
66.327049;0.26366973;-5.4232947e-05;
66.377792;0.26354963;-3.3011361e-06;
66.428551;0.26363891;3.7727268e-06;
66.479248;0.26377052;-5.1403404e-05;
66.529991;0.26364455;6.4136359e-05;
66.58075;0.26361543;-2.5465906e-05;
66.631493;0.26370129;7.5454533e-05;
66.682243;0.26375806;-1.4147726e-05;
66.732994;0.26355502;-3.7255679e-05;
66.783745;0.26351538;5.2346586e-05;
66.834442;0.2634376;-3.2068179e-05;
66.885201;0.26353201;2.5937497e-05;
66.935944;0.26352713;-1.6505679e-05;
66.986694;0.26351345;-5.8005673e-05;
67.037445;0.26338843;-4.7630678e-05;
67.088196;0.2632786;-2.8295452e-05;
67.138939;0.26348138;-6.3193176e-05;
67.189651;0.26334172;5.7534085e-05;
67.240395;0.26320031;3.3011361e-06;
67.291145;0.26321036;-4.9045448e-05;
67.341896;0.26322135;-5.4704538e-05;
67.392647;0.26304182;-2.3579543e-05;
67.44339;0.26323652;-7.5454536e-06;
67.494148;0.26288843;9.3374991e-05;
67.544846;0.2626678;-3.7255679e-05;
67.595589;0.26274973;-4.6215904e-05;
67.646347;0.26263696;7.5454536e-06;
67.69709;0.26238722;3.914204e-05;
67.747841;0.26229304;1.1789772e-05;
67.798592;0.26231164;1.8392044e-05;
67.849342;0.26231578;1.9806816e-05;
67.90004;0.26221719;7.5454536e-06;
67.950798;0.26196402;-3.4426132e-05;
68.001541;0.26191658;-5.8477264e-05;
68.052292;0.26203373;-5.9892038e-05;
68.103043;0.26188427;1.603409e-05;
68.153793;0.26177737;0.00010469317;
68.204536;0.26177102;-5.2818177e-05;
68.255234;0.26176026;6.3193176e-05;
68.305992;0.26163501;1.603409e-05;
68.356735;0.26154083;3.7727266e-05;
68.407494;0.26148677;2.216477e-05;
68.458237;0.26158047;-1.9806816e-05;
68.508987;0.26150954;-7.5454533e-05;
68.559738;0.26154402;-7.6397715e-05;
68.610443;0.26148018;-2.2636361e-05;
68.661186;0.26135981;-2.8295452e-05;
68.711945;0.26117074;2.9238632e-05;
68.762688;0.26125929;6.3664767e-05;
68.813438;0.26127005;2.8767043e-05;
68.864189;0.26114309;-3.2068179e-05;
68.91494;0.26101589;-8.6772714e-05;
68.965637;0.26105455;-2.3579541e-06;
69.016396;0.26103643;-5.7062494e-05;
69.067139;0.26082069;2.4522724e-05;
69.117889;0.26088038;7.0738629e-06;
69.16864;0.26076052;-6.8380672e-05;
69.219391;0.26088354;3.1596588e-05;
69.270134;0.26065752;7.8755671e-05;
69.320831;0.26065141;-1.0374999e-05;
69.37159;0.26061815;-2.2636361e-05;
69.422333;0.26038256;-4.2443176e-06;
69.473091;0.26049852;-0.00010563635;
69.523834;0.26038256;-2.8295451e-06;
69.574585;0.26025146;-3.3482949e-05;
69.625336;0.26018322;-0.00015939771;
69.676041;0.26019445;-5.6119312e-05;
69.726784;0.26025414;-9.0545444e-05;
69.777542;0.26017097;-1.0846589e-05;
69.828285;0.26025537;2.5937497e-05;
69.879036;0.26000831;4.4329539e-05;
69.929787;0.26011103;-1.3676135e-05;
69.980537;0.25989896;-8.9602263e-06;
70.031235;0.2599951;-8.0170445e-05;
70.081993;0.26000661;-8.9602263e-06;
70.132736;0.25976393;1.4619316e-05;
70.183487;0.25996894;-2.5937497e-05;
70.234238;0.25976077;3.3011358e-05;
70.284988;0.25968981;6.5079541e-05;
70.335739;0.25975341;-4.1971587e-05;
70.386436;0.25954524;3.395454e-05;
70.437187;0.25956777;-1.2732953e-05;
70.48793;0.25953034;-5.8477264e-05;
70.538689;0.25952324;-1.4619316e-05;
70.589432;0.25940973;-3.0181815e-05;
70.64019;0.2592676;-3.8670449e-05;
70.690933;0.25949582;-3.8670449e-05;
70.741638;0.25937304;-4.9045448e-05;
70.792381;0.25906825;-1.697727e-05;
70.84314;0.25907925;1.9806816e-05;
70.893883;0.25906727;-2.216477e-05;
70.944641;0.25892904;-7.4039766e-05;
70.995384;0.25895572;-5.7062494e-05;
71.046135;0.25888136;1.4147726e-05;
71.096832;0.25875562;3.253977e-05;
71.147591;0.2586475;3.9613631e-05;
71.198334;0.25850561;2.3107952e-05;
71.249092;0.25839016;-9.4318166e-06;
71.299835;0.25825441;-3.3011361e-06;
71.350586;0.25836325;1.0846589e-05;
71.401337;0.2581338;3.9613631e-05;
71.452034;0.25787818;2.5937497e-05;
71.502785;0.25762719;-2.2636361e-05;
71.553528;0.25762695;-1.603409e-05;
71.604286;0.25780112;-9.9034078e-06;
71.655029;0.25750539;-0.00011176703;
71.705788;0.25750172;1.8863634e-06;
71.756531;0.25736058;-5.4704538e-05;
71.807236;0.25736082;-2.1221589e-05;
71.857979;0.2573767;2.6880678e-05;
71.908737;0.25763601;4.2443178e-05;
71.95948;0.25761914;-0.00014053407;
72.010239;0.25740239;4.7159085e-07;
72.060982;0.2574271;8.4886351e-06;
72.111732;0.25737965;-1.4619316e-05;
72.16243;0.2573767;-3.9613631e-05;
72.213188;0.25720206;8.4414765e-05;
72.263931;0.25709662;-1.6505679e-05;
72.31469;0.25725123;-8.6301123e-05;
72.365433;0.25714555;4.7630678e-05;
72.416183;0.25712696;3.3011358e-05;
72.466934;0.25700146;4.7630678e-05;
72.517632;0.25687572;-2.9710223e-05;
72.568382;0.25652179;-5.0460221e-05;
72.619125;0.25665092;-0.00010280681;
72.669884;0.25674975;-3.7727268e-06;
72.720627;0.25650343;4.7630678e-05;
72.771385;0.25599879;1.0846589e-05;
72.822128;0.25600123;-0.00016977271;
72.872833;0.25596747;-1.7920453e-05;
72.923576;0.2558738;5.6590902e-06;
72.974335;0.25574952;-3.6312496e-05;
73.025078;0.25563872;-4.1499996e-05;
73.075836;0.25562331;-3.1124997e-05;
73.126579;0.25548875;1.4147726e-06;
73.17733;0.25538039;3.3011361e-06;
73.228027;0.25556508;-4.2443178e-05;
73.278786;0.25542346;8.4886351e-06;
73.329529;0.25524709;3.0653406e-05;
73.380287;0.25509322;-7.5926124e-05;
73.43103;0.25520793;5.0460221e-05;
73.481781;0.25527668;-2.4522724e-05;
73.532532;0.2550756;-2.4522724e-05;
73.583229;0.25520819;1.9335224e-05;
73.63398;0.25509271;7.0738629e-06;
73.684723;0.2550866;-1.8863633e-05;
73.735481;0.25476542;3.5369314e-05;
73.786224;0.25499731;-4.2443176e-06;
73.836983;0.25487134;-2.9238632e-05;
73.887726;0.25491807;3.3011361e-06;
73.938431;0.25499243;5.0460221e-05;
73.989174;0.25487453;-6.460795e-05;
74.039932;0.25483465;-5.6119312e-05;
74.090675;0.25477764;2.3107952e-05;
74.141434;0.25487036;-7.6397715e-05;
74.192177;0.25488994;3.8670449e-05;
74.242928;0.25476298;-5.3289765e-05;
74.293625;0.25463432;-3.3011361e-06;
74.344383;0.25475612;3.253977e-05;
74.395126;0.25486401;2.6409089e-05;
74.445885;0.25472605;-6.6022722e-06;
74.496628;0.25478327;1.1789772e-05;
74.547379;0.25449684;-8.3471583e-05;
74.598129;0.25452814;1.7448861e-05;
74.648827;0.25458393;3.6312496e-05;
74.699577;0.25443128;-4.7159085e-07;
74.75032;0.25457168;2.4051133e-05;
74.801079;0.25437087;2.1693178e-05;
74.851822;0.25447947;2.782386e-05;
74.90258;0.25424561;4.7159085e-07;
74.953323;0.2540054;-3.7727268e-06;
75.004028;0.25387746;-2.8295452e-05;
75.054771;0.25400883;-3.7727266e-05;
75.10553;0.25401321;-9.4318173e-05;
75.156273;0.25380677;4.7159085e-07;
75.207031;0.25366855;-4.2914766e-05;
75.257774;0.25353327;4.8102265e-05;
75.308525;0.25346282;1.603409e-05;
75.359222;0.25339043;-4.8102265e-05;
75.409981;0.25335032;-7.4982949e-05;
75.460724;0.25313383;-3.0653406e-05;
75.511482;0.2531299;-1.6505679e-05;
75.562225;0.25324291;-1.8392044e-05;
75.612976;0.25312552;-7.5454536e-06;
75.663727;0.25308686;1.3204544e-05;
75.714424;0.2530252;-1.8392044e-05;
75.765175;0.25305188;-4.5744313e-05;
75.815918;0.25299025;-8.9602263e-06;
75.866676;0.25286767;4.3857948e-05;
75.917419;0.25295991;1.1789772e-05;
75.968178;0.25276542;7.7340897e-05;
76.018921;0.25284812;6.6022722e-06;
76.069626;0.2527554;-4.0556813e-05;
76.120369;0.2525059;-7.5454536e-06;
76.171127;0.25261745;-6.6494307e-05;
76.22187;0.25250661;-1.131818e-05;
76.272629;0.25257951;-3.5840905e-05;
76.323372;0.2523711;-1.2732953e-05;
76.374123;0.25236696;-1.2732953e-05;
76.42482;0.25226176;-3.8670449e-05;
76.475578;0.25220206;5.3289765e-05;
76.526321;0.25214362;3.4426132e-05;
76.57708;0.25211769;5.0460221e-05;
76.627823;0.25209665;-9.5261355e-05;
76.678566;0.25197703;5.9420447e-05;
76.729324;0.25185496;2.4051133e-05;
76.780022;0.25186598;1.6505679e-05;
76.830772;0.25186548;-8.9602263e-06;
76.881516;0.25177252;2.0278407e-05;
76.932274;0.25154161;1.0374999e-05;
76.983017;0.25179869;3.253977e-05;
77.033775;0.2515426;-4.0085222e-05;
77.084518;0.25149024;-1.603409e-05;
77.135223;0.25146234;2.6880678e-05;
77.185966;0.25146675;-1.131818e-05;
77.236725;0.25159544;-6.6022722e-06;
77.287468;0.25136769;-2.782386e-05;
77.338226;0.25136647;-1.4619316e-05;
77.388969;0.25135618;1.5562498e-05;
77.43972;0.2513721;-6.083522e-05;
77.490417;0.25123975;-1.2732953e-05;
77.541168;0.25119302;-2.216477e-05;
77.591919;0.25117323;1.5090907e-05;
77.642662;0.2511172;3.6312496e-05;
77.69342;0.25107512;-2.9710223e-05;
77.744164;0.25111255;-2.8767043e-05;
77.794922;0.25108808;1.7920453e-05;
77.845619;0.25086403;-6.4136359e-05;
77.89637;0.25097361;-3.1596588e-05;
77.947113;0.25076324;1.5090907e-05;
77.997871;0.25086328;3.4897723e-05;
78.048615;0.25073168;6.6022722e-06;
78.099373;0.25061378;1.5562498e-05;
78.150116;0.25068691;-9.4318166e-06;
78.200821;0.25037014;4.2443176e-06;
78.251564;0.2504122;-8.4886356e-05;
78.302322;0.25039974;-3.1124997e-05;
78.353065;0.25011426;8.913067e-05;
78.403824;0.2501123;-9.4318173e-05;
78.454567;0.24977572;-4.7630678e-05;
78.505318;0.2498327;-8.5357948e-05;
78.556015;0.24973609;-3.5840905e-05;
78.606766;0.2496018;-2.3579541e-06;
78.657516;0.24972801;-4.8102265e-05;
78.70826;0.24947998;-4.1971587e-05;
78.759018;0.24924049;-2.1221589e-05;
78.809761;0.24924001;-4.4801131e-05;
78.860519;0.24918325;9.4318166e-06;
78.911217;0.24907562;-3.7727268e-06;
78.961967;0.24898535;1.9335224e-05;
79.012711;0.24876104;2.5937497e-05;
79.063469;0.2488403;-6.5079541e-05;
79.114212;0.24885914;2.3579543e-05;
79.16497;0.24863482;4.7159083e-06;
79.215714;0.24872607;4.7159083e-06;
79.266418;0.24861036;-5.3289765e-05;
79.317162;0.24863531;-5.8005673e-05;
79.36792;0.24841025;-1.2732953e-05;
79.418663;0.24848437;4.998863e-05;
79.469421;0.24840879;7.168181e-05;
79.520164;0.24844696;-2.1221589e-05;
79.570915;0.24835718;-7.7340897e-05;
79.621613;0.24833566;-2.8295452e-05;
79.672363;0.24823266;-4.4801131e-05;
79.723114;0.24821848;3.1596588e-05;
79.773857;0.24834494;-2.1693178e-05;
79.824615;0.2481084;-4.8573856e-05;
79.875359;0.24798365;-3.3011361e-06;
79.926117;0.24810866;-5.517613e-05;
79.976814;0.24793644;-5.7534085e-05;
80.027565;0.24791662;-1.0846589e-05;
80.078308;0.24798022;-2.9238632e-05;
80.129066;0.24785571;-2.9238632e-05;
80.17981;0.24754627;-0.00010092044;
80.230568;0.24780998;4.4801131e-05;
80.281311;0.24741344;9.431817e-07;
80.332016;0.24748218;-3.7727268e-06;
80.382759;0.24758272;-5.3289765e-05;
80.433517;0.24735719;-8.4886351e-06;
80.484261;0.24723218;-5.8948855e-05;
80.535019;0.24725713;2.5465906e-05;
80.585762;0.24730557;-4.8573856e-05;
80.636513;0.24698146;-3.1596588e-05;
80.68721;0.24716198;-2.4051133e-05;
80.737961;0.2471018;-9.4318166e-06;
80.788712;0.24688531;-6.6022716e-05;
80.839455;0.2467542;9.9034078e-06;
80.890213;0.24673097;-1.131818e-05;
80.940956;0.24671604;4.6687495e-05;
80.991714;0.24672998;5.0460221e-05;
81.042412;0.24649002;7.0738629e-06;
81.093163;0.24636282;-9.9034078e-06;
81.143906;0.24626252;1.4619316e-05;
81.194664;0.24617887;-1.5562498e-05;
81.245407;0.24623366;-8.5829532e-05;
81.296165;0.24618326;-3.0653406e-05;
81.346909;0.24602084;2.3107952e-05;
81.397614;0.24607342;5.0460221e-05;
81.448357;0.24610303;-1.3204544e-05;
81.499115;0.24575078;0;
81.549858;0.24562016;-2.3107952e-05;
81.600616;0.24560523;-7.4511358e-05;
81.65136;0.24583493;-0.0001339318;
81.70211;0.24561012;-6.6022722e-06;
81.752808;0.24535377;4.0556813e-05;
81.803558;0.24525103;-3.8670449e-05;
81.854309;0.24516492;-3.3011361e-06;
81.905052;0.24502403;-1.5090907e-05;
81.955811;0.24506536;-2.1221589e-05;
82.006554;0.2448523;-2.782386e-05;
82.057312;0.24454921;-2.782386e-05;
82.108009;0.24483004;-7.1210219e-05;
82.15876;0.24473953;5.517613e-05;
82.209503;0.24435182;-0.00011271022;
82.260262;0.2443506;5.1403404e-05;
82.311005;0.24421899;-3.3011361e-06;
82.361763;0.24428698;-3.3482949e-05;
82.412506;0.244105;3.3482949e-05;
82.463211;0.24410133;-2.3107952e-05;
82.513954;0.24414413;-8.9602263e-06;
82.564713;0.24422583;-4.2914766e-05;
82.615456;0.24412823;-1.8863633e-05;
82.666214;0.24397705;-4.7159087e-05;
82.716957;0.24374589;-3.4426132e-05;
82.767708;0.24395993;0.00010044885;
82.818405;0.24384937;5.8477264e-05;
82.869156;0.24396507;-7.7812489e-05;
82.919907;0.2437322;2.0278407e-05;
82.97065;0.24334717;-3.5840905e-05;
83.021408;0.24377085;0.00010233522;
83.072151;0.24365416;-3.395454e-05;
83.12291;0.24372461;-4.2914766e-05;
83.173607;0.24363899;-5.3289765e-05;
83.224358;0.24340783;-6.8852263e-05;
83.275101;0.2435749;-3.9613631e-05;
83.325859;0.24359961;-3.6312496e-05;
83.376602;0.24358323;2.9238632e-05;
83.427361;0.24334937;-0.00011648294;
83.478104;0.24299248;1.697727e-05;
83.528809;0.24333371;-6.2249994e-05;
83.579552;0.2431045;-4.2443178e-05;
83.63031;0.24280241;1.0846589e-05;
